[2026-06-03T16:44:24.891Z] GET https://www.launchgallery.video/ → pending (?ms, ?B)
[2026-06-03T16:44:55.239Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095232%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22LCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222058925304115286299%22%5D%2C%22item_details%22%3A%7B%222058925304115286299%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A888%7D → pending (?ms, ?B)
[2026-06-03T16:44:55.240Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095233%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22LCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-1%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222057847644966547920%22%5D%2C%22item_details%22%3A%7B%222057847644966547920%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A888%7D → pending (?ms, ?B)
[2026-06-03T16:44:55.241Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095234%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22LCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-2%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222056394244596641931%22%5D%2C%22item_details%22%3A%7B%222056394244596641931%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A888%7D → pending (?ms, ?B)
[2026-06-03T16:44:55.241Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector/beacon → pending (?ms, ?B)
[2026-06-03T16:44:55.241Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → pending (?ms, ?B)
[2026-06-03T16:44:55.241Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector/beacon → pending (?ms, ?B)
[2026-06-03T16:44:55.241Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → pending (?ms, ?B)
[2026-06-03T16:44:55.245Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → 304 (106ms, ?B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (3ms, 134657B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (3ms, 3527B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (4ms, 27574B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (9ms, 227629B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/0.5o1mod0icpj.js → 200 (6ms, 146811B)
[2026-06-03T16:44:55.246Z] GET https://www.launchgallery.video/_next/static/chunks/turbopack-0dpu81o6cf5k5.js → 200 (1ms, 11052B)
[2026-06-03T16:44:55.247Z] GET https://www.launchgallery.video/_next/static/chunks/16z58n_l6ia75.js → 200 (?ms, 20164B)
[2026-06-03T16:44:55.247Z] GET https://www.launchgallery.video/_next/static/chunks/0d3shmwh5_nmn.js → 200 (1ms, 54646B)
[2026-06-03T16:44:55.248Z] GET https://www.launchgallery.video/_next/static/chunks/116_q1h5z~kkw.js → 200 (3ms, 36312B)
[2026-06-03T16:44:55.248Z] GET https://www.launchgallery.video/_next/static/chunks/0ubl_bergrg5a.js → 200 (3ms, 16847B)
[2026-06-03T16:44:55.248Z] GET https://www.launchgallery.video/_next/static/chunks/05h2.xzzm0k0r.js → 200 (?ms, 36170B)
[2026-06-03T16:44:55.248Z] GET https://www.launchgallery.video/_next/static/chunks/14hza6s.xpzmu.js → 200 (?ms, 27334B)
[2026-06-03T16:44:55.248Z] GET https://www.launchgallery.video/_next/static/chunks/0upoay.jrsl6y.js → 200 (?ms, 25812B)
[2026-06-03T16:44:55.248Z] GET https://www.launchgallery.video/_next/static/chunks/00c~yvy1udipl.js → 200 (1ms, 11333B)
[2026-06-03T16:44:55.264Z] GET https://us-assets.i.posthog.com/static/exception-autocapture.js?v=1.345.2 → 200 (?ms, 11840B)
[2026-06-03T16:44:55.264Z] GET https://us-assets.i.posthog.com/array/phc_r652UBXQjuO8KEHrsbg6iOLsW1KUiaMWjzoqMOLxmPr/config.js → 200 (?ms, 849B)
[2026-06-03T16:44:55.264Z] POST https://us.i.posthog.com/flags/?v=2&config=true&ip=0&_=1780505095261&ver=1.345.2&compression=base64 → 200 (89ms, 279B)
[2026-06-03T16:44:55.274Z] GET https://www.launchgallery.video/_next/image/?url=%2Fnew_logo_small.png&w=32&q=75 → 304 (78ms, ?B)
[2026-06-03T16:44:55.274Z] GET https://www.launchgallery.video/_next/image/?url=%2Ftwitter_bird_icon.png&w=16&q=75 → 304 (65ms, ?B)
[2026-06-03T16:44:55.274Z] GET https://www.launchgallery.video/_next/image/?url=%2Fyc_icon.jpeg&w=16&q=75 → 304 (78ms, ?B)
[2026-06-03T16:44:55.283Z] GET https://subscribe-forms.beehiiv.com/v3/loader.js → 200 (?ms, 29713B)
[2026-06-03T16:44:55.289Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b → pending (?ms, ?B)
[2026-06-03T16:44:55.289Z] GET https://subscribe-forms.beehiiv.com/api/v3/forms/29f956e0-7465-4d3e-a241-5d0037ec11f0 → 200 (73ms, 596B)
[2026-06-03T16:44:55.290Z] GET https://www.launchgallery.video/tag/yc/?_rsc=w-6jJB3WTKG8XoQ7 → pending (?ms, ?B)
[2026-06-03T16:44:55.290Z] GET https://www.launchgallery.video/tag/fintech/?_rsc=w-6jJB3WTKG8XoQ7 → 200 (75ms, ?B)
[2026-06-03T16:44:55.290Z] GET https://www.launchgallery.video/tag/crypto/?_rsc=w-6jJB3WTKG8XoQ7 → pending (?ms, ?B)
[2026-06-03T16:44:55.290Z] GET https://www.launchgallery.video/?_rsc=w-6jJB3WTKG8XoQ7 → pending (?ms, ?B)
[2026-06-03T16:44:55.291Z] GET https://platform.twitter.com/widgets.js → 200 (?ms, 93967B)
[2026-06-03T16:44:55.293Z] GET https://platform.twitter.com/widgets/widget_iframe.1227a5674072e080ffb1ba14ac0c1079.html?origin=https%3A%2F%2Fwww.launchgallery.video → 200 (1ms, 327164B)
[2026-06-03T16:44:55.304Z] GET https://syndication.twitter.com/settings?session_id=d66f165db2075ef89d5135fb8dfaf1934a5c7e99 → 200 (50ms, ?B)
[2026-06-03T16:44:55.365Z] GET https://www.launchgallery.video/tag/fintech/?_rsc=i2-Z_g_qwjFFkPuv → pending (?ms, ?B)
[2026-06-03T16:44:55.366Z] GET https://www.launchgallery.video/video/polsia-polsia-raises-30m-at-250m-valuation-run-autonomously-by-one-founder-ai/ → pending (?ms, ?B)
[2026-06-03T16:44:55.367Z] GET https://platform.twitter.com/js/tweet.7a6003258de838c35e66fd0f50ebdb0f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.373Z] GET https://platform.twitter.com/embed/Tweet.html?creatorScreenName=anurag__kochar&dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfZm9zbnJfc29mdF9pbnRlcnZlbnRpb25zX2VuYWJsZWQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X21peGVkX21lZGlhXzE1ODk3Ijp7ImJ1Y2tldCI6InRyZWF0bWVudCIsInZlcnNpb24iOm51bGx9LCJ0ZndfZXhwZXJpbWVudHNfY29va2llX2V4cGlyYXRpb24iOnsiYnVja2V0IjoxMjA5NjAwLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3Nob3dfYmlyZHdhdGNoX3Bpdm90c19lbmFibGVkIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19kdXBsaWNhdGVfc2NyaWJlc190b19zZXR0aW5ncyI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdXNlX3Byb2ZpbGVfaW1hZ2Vfc2hhcGVfZW5hYmxlZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfdmlkZW9faGxzX2R5bmFtaWNfbWFuaWZlc3RzXzE1MDgyIjp7ImJ1Y2tldCI6InRydWVfYml0cmF0ZSIsInZlcnNpb24iOm51bGx9LCJ0ZndfbGVnYWN5X3RpbWVsaW5lX3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9mcm9udGVuZCI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9fQ%3D%3D&frame=false&hideCard=true&hideThread=false&id=2058925304115286299&lang=en&maxWidth=1920px&origin=https%3A%2F%2Flaunchgallery.video%2Fvideo%2Ftotalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more%2F&sessionId=d66f165db2075ef89d5135fb8dfaf1934a5c7e99&theme=dark&widgetsVersion=6a3ad42b224df%3A1778106238597&width=550px → 200 (15ms, ?B)
[2026-06-03T16:44:55.376Z] GET https://subscribe-forms.beehiiv.com/v3/forms/19cc77f2-a758-4114-958a-c7f0204f3f1b?referrer=https%253A%252F%252Fwww.launchgallery.video%252Fvideo%252Ftotalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more%252F → 200 (176ms, ?B)
[2026-06-03T16:44:55.390Z] GET https://platform.twitter.com/embed/embed.runtime.3b19346e5d08b0b587c7.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.391Z] GET https://platform.twitter.com/embed/embed.9449.78398904051446294e3d.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.391Z] GET https://platform.twitter.com/embed/embed.Tweet.70198ef24afe05adbecf.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.391Z] GET https://www.launchgallery.video/tag/yc/?_rsc=hDZ9w3frfVkMKoGt → 200 (87ms, ?B)
[2026-06-03T16:44:55.410Z] GET https://platform.twitter.com/embed/embed.749.467388cca0b3fe9c3291.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.410Z] GET https://platform.twitter.com/embed/embed.ondemand.i18n.en-js.19a28d85d7fc7916b4b1.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.410Z] GET https://platform.twitter.com/embed/embed.ondemand.horizon-web.i18n.en-js.d681a6dcae4601184824.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.413Z] GET https://platform.twitter.com/embed/embed.9203.1b3edf1dee6d205547e0.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.413Z] GET https://platform.twitter.com/embed/embed.ondemand.Tweet.81f6f5a50fbfe5bd028c.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.414Z] GET https://www.launchgallery.video/?_rsc=WP52ZEpDnYCGlRT0 → 200 (90ms, ?B)
[2026-06-03T16:44:55.420Z] GET https://cdn.syndication.twimg.com/tweet-result?features=tfw_timeline_list%3A%3Btfw_follower_count_sunset%3Atrue%3Btfw_tweet_edit_backend%3Aon%3Btfw_refsrc_session%3Aon%3Btfw_fosnr_soft_interventions_enabled%3Aon%3Btfw_mixed_media_15897%3Atreatment%3Btfw_experiments_cookie_expiration%3A1209600%3Btfw_show_birdwatch_pivots_enabled%3Aon%3Btfw_duplicate_scribes_to_settings%3Aon%3Btfw_use_profile_image_shape_enabled%3Aon%3Btfw_video_hls_dynamic_manifests_15082%3Atrue_bitrate%3Btfw_legacy_timeline_sunset%3Atrue%3Btfw_tweet_edit_frontend%3Aon&id=2058925304115286299&lang=en&token=4zoayrvbnj8&avlqki=4pba8tleqsy&zmej9p=wn78ttfknb0n&q4gdhn=3gtlr289cap8&t9jt0z=tbru8zbkyocj&wlq0e8=1wf38gamq3qz&bweo1c=4is4889wztdv → 200 (3ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://platform.twitter.com/embed/embed.781.9426aa327bd715a3403f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://platform.twitter.com/embed/embed.9935.0a06559f8ea08705e4ac.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://platform.twitter.com/embed/embed.5234.de598ecb99dd0f2cbdd5.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://platform.twitter.com/embed/embed.8941.eb3528bd7a35a517bc8e.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://platform.twitter.com/embed/embed.5332.340f0930f4dd862af95f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://platform.twitter.com/embed/embed.ondemand.TweetVideo.4d658735b98b45a6a0f2.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.423Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095422%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22results%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Ftotalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222058925304115286299%22%5D%2C%22item_details%22%3A%7B%222058925304115286299%22%3A%7B%22item_type%22%3A0%7D%7D%7D → 200 (68ms, ?B)
[2026-06-03T16:44:55.432Z] GET https://platform.twitter.com/embed/embed.loaders.video.VideoPlayerDefaultUI.a9c250b7e18e52734ae4.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.432Z] GET https://pbs.twimg.com/amplify_video_thumb/2058924808335949824/img/qr9wD-Kh7VH6PHFg.jpg → 200 (?ms, ?B)
[2026-06-03T16:44:55.433Z] GET https://platform.twitter.com/embed/embed.loaders.video.PlayerHls1.5.6b354f03e70e1c9e8314.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.442Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/EoCtD-US8zLG9qHj.m3u8?v=4d6 → 200 (7ms, ?B)
[2026-06-03T16:44:55.449Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/avc1/360x270/-CPICgVaypvJZTFY.m3u8 → 200 (2ms, ?B)
[2026-06-03T16:44:55.449Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/mp4a/32000/75c_UurELS_J1Wv9.m3u8 → 200 (2ms, ?B)
[2026-06-03T16:44:55.452Z] GET https://www.launchgallery.video/tag/crypto/?_rsc=8lFmzioVsOJ4FQ7C → 200 (67ms, ?B)
[2026-06-03T16:44:55.549Z] GET https://video.twimg.com/amplify_video/2058924808335949824/vid/avc1/0/3000/360x270/mnZkk63gt_q4PJ-0.m4s → 200 (1ms, ?B)
[2026-06-03T16:44:55.550Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/0/0/32000/dpAp1vqnXEuAVs0K.mp4 → 200 (?ms, ?B)
[2026-06-03T16:44:55.550Z] GET https://video.twimg.com/amplify_video/2058924808335949824/aud/mp4a/0/3000/32000/gFkooqigQzw-ngbe.m4s → 200 (1ms, ?B)
[2026-06-03T16:44:55.556Z] GET https://subscribe-forms.beehiiv.com/assets/application-bd6c2568.css → 200 (?ms, ?B)
[2026-06-03T16:44:55.556Z] GET https://subscribe-forms.beehiiv.com/assets/application-921ebbda.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.556Z] GET https://ga.jspm.io/npm:rails-ujs@5.2.8-1/lib/assets/compiled/rails-ujs.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.556Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus.min-4b1e420e.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.556Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus-loading-1fc53fe7.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.557Z] GET https://subscribe-forms.beehiiv.com/assets/flatpickr-bc43d5e1.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.557Z] GET https://subscribe-forms.beehiiv.com/assets/stimulus-flatpickr-e6ced17f.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.557Z] GET https://subscribe-forms.beehiiv.com/assets/idiomorph-ed0e433a.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.557Z] GET https://subscribe-forms.beehiiv.com/assets/webfontloader-0ac16cf4.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.557Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/application-3affb389.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.557Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/date_controller-f89b0441.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/font_loader_controller-f37a8614.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/human_cookie_controller-82d3e2a4.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/index-ba7333b9.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/messages_controller-ed59d7c6.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://subscribe-forms.beehiiv.com/assets/controllers/placeholder_controller-61a7152a.js → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://client.px-cloud.net/PXeBumDLwe/main.min.js → 200 (12ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://static.cloudflareinsights.com/beacon.min.js/v833ccba57c9e4d2798f2e76cebdd09a11778172276447 → 200 (?ms, ?B)
[2026-06-03T16:44:55.558Z] GET https://www.googletagmanager.com/gtm.js?id=GTM-WJXL7FH → 200 (?ms, ?B)
[2026-06-03T16:44:55.561Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095561%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22FCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Ftotalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222058925304115286299%22%5D%2C%22item_details%22%3A%7B%222058925304115286299%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A184%7D → 200 (63ms, ?B)
[2026-06-03T16:44:55.571Z] GET https://fonts.googleapis.com/css?family=PT+Serif:400,700,400italic,700italic → 200 (?ms, ?B)
[2026-06-03T16:44:55.575Z] GET https://tzm.px-cloud.net/ns?c=8ceda540-5f6b-11f1-be75-d3d5bc9508eb → 200 (31ms, ?B)
[2026-06-03T16:44:55.579Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector → 200 (73ms, ?B)
[2026-06-03T16:44:55.580Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRTQgYoZZY2vCFuvAFT_r21cgT9rcs.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.580Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRQQgYoZZY2vCFuvAFT9gaQZynfoOFC-I0.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.580Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRVQgYoZZY2vCFuvAFWzr-_dSb_.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.580Z] GET https://fonts.gstatic.com/s/ptserif/v19/EJRSQgYoZZY2vCFuvAnt66qSVyvVp8NA.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.581Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → 204 (23ms, ?B)
[2026-06-03T16:44:55.650Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/mp4a/128000/ZuBNDc3IR_dbKIwf.m3u8 → pending (?ms, ?B)
[2026-06-03T16:44:55.650Z] GET https://video.twimg.com/amplify_video/2058924808335949824/pl/avc1/1920x1440/i0f_4hV5xJezSEvf.m3u8 → pending (?ms, ?B)
[2026-06-03T16:44:55.652Z] HEAD https://client.px-cloud.net/PXeBumDLwe/main.min.js → 200 (5ms, ?B)
[2026-06-03T16:44:55.687Z] GET https://syndication.x.com/i/jot/embeds?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1780505095681%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22tweet%22%2C%22action%22%3A%22LCP%22%2C%22component%22%3A%22performance%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%226a3ad42b224df%3A1778106238597%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Flaunchgallery.video%2Fvideo%2Ftotalis-totalis-parlay-on-anything-across-politics-crypto-stocks-more%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22anurag__kochar%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%223f8c13b4620b8%3A1779816981886%22%2C%22item_ids%22%3A%5B%222058925304115286299%22%5D%2C%22item_details%22%3A%7B%222058925304115286299%22%3A%7B%22item_type%22%3A0%7D%7D%2C%22duration_ms%22%3A184%7D → pending (?ms, ?B)
[2026-06-03T16:44:55.687Z] POST https://collector-pxebumdlwe.px-cloud.net/api/v2/collector/beacon → pending (?ms, ?B)
[2026-06-03T16:44:55.687Z] POST https://subscribe-forms.beehiiv.com/cdn-cgi/rum? → pending (?ms, ?B)
[2026-06-03T16:44:55.690Z] GET https://www.launchgallery.video/_next/static/media/797e433ab948586e-s.p.09zddjkbdep5a.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.690Z] GET https://www.launchgallery.video/_next/static/media/caa3a2e1cccd8315-s.p.09~u27dqhyhd6.woff2 → 200 (?ms, ?B)
[2026-06-03T16:44:55.690Z] GET https://www.launchgallery.video/_next/image/?url=%2Flanding-page-dark.png&w=1920&q=60 → 304 (119ms, ?B)
[2026-06-03T16:44:55.690Z] GET https://www.launchgallery.video/_next/static/chunks/0eg7_tczh2u.q.css → 200 (?ms, 134657B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/11unif--rw5h8.css → 200 (?ms, 3527B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/0n-rls06x9r5n.js → 200 (?ms, 27574B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/0pqt~8bl3ukh4.js → 200 (?ms, 44414B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/06rj-ekn7bfv5.js → 200 (?ms, 172872B)
[2026-06-03T16:44:55.691Z] GET https://www.launchgallery.video/_next/static/chunks/0g84uf0axkg94.js → 200 (?ms, 227629B)
