egg_type,egg_number,token,qr_url
epic,3,epc_7LUHti5Qs8KOFelE,https://aggiex.org/eggs/epic?token=epc_7LUHti5Qs8KOFelE
epic,4,epc_3tyDB3Thpc3DbB9w,https://aggiex.org/eggs/epic?token=epc_3tyDB3Thpc3DbB9w
epic,5,epc_w1u9bTFv8RGcDuF1,https://aggiex.org/eggs/epic?token=epc_w1u9bTFv8RGcDuF1
epic,6,epc_b2c0icgIJDnW9UhX,https://aggiex.org/eggs/epic?token=epc_b2c0icgIJDnW9UhX
epic,7,epc_4COuu4acWW9rA231,https://aggiex.org/eggs/epic?token=epc_4COuu4acWW9rA231
epic,8,epc_bRpCAUmACKn3dSz4,https://aggiex.org/eggs/epic?token=epc_bRpCAUmACKn3dSz4
epic,9,epc_KrJRwMs9k1a6ydyN,https://aggiex.org/eggs/epic?token=epc_KrJRwMs9k1a6ydyN
epic,10,epc_uBJJA3Kayal2xJXN,https://aggiex.org/eggs/epic?token=epc_uBJJA3Kayal2xJXN
epic,11,epc_QLCFYJunBe4asSIk,https://aggiex.org/eggs/epic?token=epc_QLCFYJunBe4asSIk
epic,12,epc_u0tpLWWY0RC45a2M,https://aggiex.org/eggs/epic?token=epc_u0tpLWWY0RC45a2M
epic,13,epc_coLKtU67qshvZTHq,https://aggiex.org/eggs/epic?token=epc_coLKtU67qshvZTHq
epic,14,epc_PZgQpDKo2XawaQ6R,https://aggiex.org/eggs/epic?token=epc_PZgQpDKo2XawaQ6R
epic,15,epc_IjKCKFrNkuN77JQ6,https://aggiex.org/eggs/epic?token=epc_IjKCKFrNkuN77JQ6
epic,16,epc_CbMpnR2Cj22e8Tf6,https://aggiex.org/eggs/epic?token=epc_CbMpnR2Cj22e8Tf6
epic,17,epc_zCaFdCdJ6i4xA3Vr,https://aggiex.org/eggs/epic?token=epc_zCaFdCdJ6i4xA3Vr
epic,18,epc_78UZWFqTFxFALDIm,https://aggiex.org/eggs/epic?token=epc_78UZWFqTFxFALDIm
epic,19,epc_koCbDz4HfA8uBXEP,https://aggiex.org/eggs/epic?token=epc_koCbDz4HfA8uBXEP
epic,20,epc_8ExLMcc6qHIDGk0v,https://aggiex.org/eggs/epic?token=epc_8ExLMcc6qHIDGk0v
legendary,1,lgd_7QTkFtritzsKmSkN,https://aggiex.org/eggs/legendary?token=lgd_7QTkFtritzsKmSkN
legendary,2,lgd_04PNE5GVFt24OGou,https://aggiex.org/eggs/legendary?token=lgd_04PNE5GVFt24OGou
legendary,3,lgd_BthLtquCEsnljnR2,https://aggiex.org/eggs/legendary?token=lgd_BthLtquCEsnljnR2
legendary,4,lgd_2LBzc8lp42crSHKm,https://aggiex.org/eggs/legendary?token=lgd_2LBzc8lp42crSHKm
